,mp_name,p_name
75693,Heptachlor epoxide,
75694,Heptachlor epoxide,
75695,Heptachlor epoxide,
75696,Heptachlor epoxide,
75697,Heptachlor epoxide,
75698,Heptachlor epoxide,
75699,Heptachlor epoxide,
75700,Heptachlor epoxide,
75701,Heptachlor epoxide,
75702,Heptachlor epoxide,
75703,Heptachlor epoxide,
75704,Heptachlor epoxide,
75705,Heptachlor epoxide,
75706,Heptachlor epoxide,
75707,Heptachlor epoxide,
75708,Heptachlor epoxide,
75709,Heptachlor epoxide,
75710,Heptachlor epoxide,
75711,Heptachlor epoxide,
75712,Heptachlor epoxide,
75713,Heptachlor epoxide,
75714,Heptachlor epoxide,
75715,Heptachlor epoxide,
75716,Heptachlor epoxide,
75717,Heptachlor epoxide,
75718,Heptachlor epoxide,
75719,Heptachlor epoxide,
75720,Heptachlor epoxide,
75721,Heptachlor epoxide,
75722,Mirex,
75723,Mirex,
75724,Mirex,
75725,Mirex,
75726,Mirex,
75727,Mirex,
75728,Mirex,
75729,Mirex,
75730,Mirex,
75731,Mirex,
75732,Mirex,
75733,Mirex,
75734,Mirex,
75735,Mirex,
75736,Mirex,
75737,Mirex,
75738,Mirex,
75739,Mirex,
75740,Mirex,
75741,Mirex,
75742,Mirex,
75743,Mirex,
75744,Mirex,
75745,Mirex,
75746,Mirex,
75747,Mirex,
75748,Mirex,
75749,Mirex,
75750,Mirex,
75751,Mirex,
75752,Mirex,
75753,Mirex,
75754,Mirex,
75755,Mirex,
75756,Mirex,
75757,Mirex,
75758,Mirex,
75759,Mirex,
75760,Mirex,
75761,Mirex,
75762,PCBs (as Arochlor 1254) Total,
75763,PCBs (as Arochlor 1254) Total,
75764,PCBs (as Arochlor 1254) Total,
75765,PCBs (as Arochlor 1254) Total,
75766,PCBs (as Arochlor 1254) Total,
75767,PCBs (as Arochlor 1254) Total,
75768,PCBs (as Arochlor 1254) Total,
75769,PCBs (as Arochlor 1254) Total,
75770,PCBs (as Arochlor 1254) Total,
75771,PCBs (as Arochlor 1254) Total,
75772,PCBs (as Arochlor 1254) Total,
75773,PCBs (as Arochlor 1254) Total,
75774,PCBs (as Arochlor 1254) Total,
75775,PCBs (as Arochlor 1254) Total,
75776,PCBs (as Arochlor 1254) Total,
75777,PCBs (as Arochlor 1254) Total,
75778,PCBs (as Arochlor 1254) Total,
75779,PCBs (as Arochlor 1254) Total,
75780,PCBs (as Arochlor 1254) Total,
75781,PCBs (as Arochlor 1254) Total,
75782,PCBs (as Arochlor 1254) Total,
75783,PCBs (as Arochlor 1254) Total,
75784,PCBs (as Arochlor 1254) Total,
75785,PCBs (as Arochlor 1254) Total,
75786,PCBs (as Arochlor 1254) Total,
75787,PCBs (as Arochlor 1254) Total,
75788,PCBs (as Arochlor 1254) Total,
75789,PCBs (as Arochlor 1254) Total,
75790,PCBs (as Arochlor 1254) Total,
75791,PCBs (as Arochlor 1254) Total,
75792,PCBs (as Arochlor 1254) Total,
75793,PCBs (as Arochlor 1254) Total,
75794,PCBs (as Arochlor 1254) Total,
75795,PCBs (as Arochlor 1254) Total,
75796,PCBs (as Arochlor 1254) Total,
75797,PCBs (as Arochlor 1254) Total,
75798,PCBs (as Arochlor 1254) Total,
75799,PCBs (as Arochlor 1254) Total,
75800,PCBs (as Arochlor 1254) Total,
75801,PCBs (as Arochlor 1254) Total,
75802,Chlordane (alpha+gamma),
75803,Chlordane (alpha+gamma),
75804,Chlordane (alpha+gamma),
75805,Chlordane (alpha+gamma),
75806,Chlordane (alpha+gamma),
75807,Chlordane (alpha+gamma),
75808,Chlordane (alpha+gamma),
75809,Chlordane (alpha+gamma),
75810,Chlordane (alpha+gamma),
75811,Chlordane (alpha+gamma),
75812,Chlordane (alpha+gamma),
75813,Chlordane (alpha+gamma),
75814,Chlordane (alpha+gamma),
75815,Chlordane (alpha+gamma),
75816,Chlordane (alpha+gamma),
75817,Chlordane (alpha+gamma),
75818,Chlordane (alpha+gamma),
75819,Chlordane (alpha+gamma),
75820,Chlordane (alpha+gamma),
75821,Chlordane (alpha+gamma),
75822,Chlordane (alpha+gamma),
75823,Chlordane (alpha+gamma),
75824,Chlordane (alpha+gamma),
75825,Chlordane (alpha+gamma),
75826,Chlordane (alpha+gamma),
75827,Chlordane (alpha+gamma),
75828,Chlordane (alpha+gamma),
75829,Chlordane (alpha+gamma),
75830,Chlordane (alpha+gamma),
75831,Chlordane (alpha+gamma),
75832,Chlordane (alpha+gamma),
75833,Chlordane (alpha+gamma),
75834,Chlordane (alpha+gamma),
75835,Chlordane (alpha+gamma),
75836,Chlordane (alpha+gamma),
75837,Chlordane (alpha+gamma),
75838,Chlordane (alpha+gamma),
75839,Chlordane (alpha+gamma),
75840,Chlordane (alpha+gamma),
75841,Chlordane (alpha+gamma),
75842,Chlordane (alpha+gamma),
75843,Chlordane (alpha+gamma),
75844,Chlordane (alpha+gamma),
75845,Chlordane (alpha+gamma),
75846,p-p'-DDD,
75847,p-p'-DDD,
75848,p-p'-DDD,
75849,p-p'-DDD,
75850,p-p'-DDD,
75851,p-p'-DDD,
75852,p-p'-DDD,
75853,p-p'-DDD,
75854,p-p'-DDD,
75855,p-p'-DDD,
75856,p-p'-DDD,
75857,p-p'-DDD,
75858,p-p'-DDD,
75859,p-p'-DDD,
75860,p-p'-DDD,
75861,p-p'-DDD,
75862,p-p'-DDD,
75863,p-p'-DDD,
75864,p-p'-DDD,
75865,p-p'-DDD,
75866,p-p'-DDD,
75867,p-p'-DDD,
75868,p-p'-DDD,
75869,p-p'-DDD,
75870,p-p'-DDD,
75871,p-p'-DDD,
75872,p-p'-DDD,
75873,p-p'-DDD,
75874,p-p'-DDD,
75875,p-p'-DDD,
75876,p-p'-DDD,
75877,p-p'-DDD,
75878,p-p'-DDD,
75879,p-p'-DDD,
75880,p-p'-DDD,
75881,p-p'-DDD,
75882,p-p'-DDD,
75883,p-p'-DDD,
75884,p-p'-DDD,
75885,p-p'-DDD,
75886,p-p'-DDD,
75887,p-p'-DDD,
75888,p-p'-DDD,
75889,p-p'-DDD,
75890,p-p'-DDE,
75891,p-p'-DDE,
75892,p-p'-DDE,
75893,p-p'-DDE,
75894,p-p'-DDE,
75895,p-p'-DDE,
75896,p-p'-DDE,
75897,p-p'-DDE,
75898,p-p'-DDE,
75899,p-p'-DDE,
75900,p-p'-DDE,
75901,p-p'-DDE,
75902,p-p'-DDE,
75903,p-p'-DDE,
75904,p-p'-DDE,
75905,p-p'-DDE,
75906,p-p'-DDE,
75907,p-p'-DDE,
75908,p-p'-DDE,
75909,p-p'-DDE,
75910,p-p'-DDE,
75911,p-p'-DDE,
75912,p-p'-DDE,
75913,p-p'-DDE,
75914,p-p'-DDE,
75915,p-p'-DDE,
75916,p-p'-DDE,
75917,p-p'-DDE,
75918,p-p'-DDE,
75919,p-p'-DDE,
75920,p-p'-DDE,
75921,p-p'-DDE,
75922,p-p'-DDE,
75923,p-p'-DDE,
75924,p-p'-DDE,
75925,p-p'-DDE,
75926,p-p'-DDE,
75927,p-p'-DDE,
75928,p-p'-DDE,
75929,p-p'-DDE,
75930,p-p'-DDE,
75931,p-p'-DDE,
75932,p-p'-DDE,
75933,p-p'-DDE,
75934,p-p'-DDT,
75935,p-p'-DDT,
75936,p-p'-DDT,
75937,p-p'-DDT,
75938,p-p'-DDT,
75939,p-p'-DDT,
75940,p-p'-DDT,
75941,p-p'-DDT,
75942,p-p'-DDT,
75943,p-p'-DDT,
75944,p-p'-DDT,
75945,p-p'-DDT,
75946,p-p'-DDT,
75947,p-p'-DDT,
75948,p-p'-DDT,
75949,p-p'-DDT,
75950,p-p'-DDT,
75951,p-p'-DDT,
75952,p-p'-DDT,
75953,p-p'-DDT,
75954,p-p'-DDT,
75955,p-p'-DDT,
75956,p-p'-DDT,
75957,p-p'-DDT,
75958,p-p'-DDT,
75959,p-p'-DDT,
75960,p-p'-DDT,
75961,p-p'-DDT,
75962,p-p'-DDT,
75963,p-p'-DDT,
75964,p-p'-DDT,
75965,p-p'-DDT,
75966,p-p'-DDT,
75967,p-p'-DDT,
75968,p-p'-DDT,
75969,p-p'-DDT,
75970,p-p'-DDT,
75971,p-p'-DDT,
75972,p-p'-DDT,
75973,p-p'-DDT,
75974,p-p'-DDT,
75975,p-p'-DDT,
75976,p-p'-DDT,
75977,p-p'-DDT,
75978,Dieldrin,
75979,Dieldrin,
75980,Dieldrin,
75981,Dieldrin,
75982,Dieldrin,
75983,Dieldrin,
75984,Dieldrin,
75985,Dieldrin,
75986,Dieldrin,
75987,Dieldrin,
75988,Dieldrin,
75989,Dieldrin,
75990,Dieldrin,
75991,Dieldrin,
75992,Dieldrin,
75993,Dieldrin,
75994,Dieldrin,
75995,Dieldrin,
75996,Dieldrin,
75997,Dieldrin,
75998,Dieldrin,
75999,Dieldrin,
76000,Dieldrin,
76001,Dieldrin,
76002,Dieldrin,
76003,Dieldrin,
76004,Dieldrin,
76005,Dieldrin,
76006,Dieldrin,
76007,Dieldrin,
76008,Dieldrin,
76009,Dieldrin,
76010,Dieldrin,
76011,Dieldrin,
76012,Dieldrin,
76013,Dieldrin,
76014,Dieldrin,
76015,Dieldrin,
76016,Dieldrin,
76017,Dieldrin,
76018,Dieldrin,
76019,Dieldrin,
76020,Dieldrin,
76021,Dieldrin,
76022,Hexabromobenzene (HBB),
76023,Hexabromobenzene (HBB),
76024,Hexabromobenzene (HBB),
76025,Hexabromobenzene (HBB),
76026,Hexabromobenzene (HBB),
76027,Hexabromobenzene (HBB),
76028,Hexabromobenzene (HBB),
76029,Hexabromobenzene (HBB),
76030,Hexabromobenzene (HBB),
76031,Hexabromobenzene (HBB),
76032,Hexabromobenzene (HBB),
76033,Hexabromobenzene (HBB),
76034,Hexabromobenzene (HBB),
76035,Hexabromobenzene (HBB),
76036,Hexabromobenzene (HBB),
76037,Hexabromobenzene (HBB),
76038,Hexabromobenzene (HBB),
76039,Hexabromobenzene (HBB),
76040,Hexabromobenzene (HBB),
76041,Hexabromobenzene (HBB),
76042,Hexabromobenzene (HBB),
76043,Hexabromobenzene (HBB),
76044,Hexabromobenzene (HBB),
76045,Hexabromobenzene (HBB),
76046,Hexabromobenzene (HBB),
76047,Hexabromobenzene (HBB),
76048,Hexabromobenzene (HBB),
76049,Hexabromobenzene (HBB),
76050,Hexabromobenzene (HBB),
76051,Hexabromobenzene (HBB),
76052,Hexabromobenzene (HBB),
76053,Hexabromobenzene (HBB),
76054,Hexabromobenzene (HBB),
76055,Hexabromobenzene (HBB),
76056,Hexabromobenzene (HBB),
76057,Hexabromobenzene (HBB),
76058,Hexabromobenzene (HBB),
76059,Hexabromobenzene (HBB),
76060,Hexabromobenzene (HBB),
76061,Hexabromobenzene (HBB),
76062,Hexabromobenzene (HBB),
76063,Hexabromobenzene (HBB),
76064,Hexabromobenzene (HBB),
76065,Hexabromobenzene (HBB),
76066,Heptachlor epoxide,
76067,Heptachlor epoxide,
76068,Heptachlor epoxide,
76069,Heptachlor epoxide,
76070,Heptachlor epoxide,
76071,Heptachlor epoxide,
76072,Heptachlor epoxide,
76073,Heptachlor epoxide,
76074,Heptachlor epoxide,
76075,Heptachlor epoxide,
76076,Heptachlor epoxide,
76077,Heptachlor epoxide,
76078,Heptachlor epoxide,
76079,Heptachlor epoxide,
76080,Heptachlor epoxide,
76081,Heptachlor epoxide,
76082,Heptachlor epoxide,
76083,Heptachlor epoxide,
76084,Heptachlor epoxide,
76085,Heptachlor epoxide,
76086,Heptachlor epoxide,
76087,Heptachlor epoxide,
76088,Heptachlor epoxide,
76089,Heptachlor epoxide,
76090,Heptachlor epoxide,
76091,Heptachlor epoxide,
76092,Heptachlor epoxide,
76093,Heptachlor epoxide,
76094,Heptachlor epoxide,
76095,Heptachlor epoxide,
76096,Heptachlor epoxide,
76097,Heptachlor epoxide,
76098,Heptachlor epoxide,
76099,Heptachlor epoxide,
76100,Heptachlor epoxide,
76101,Heptachlor epoxide,
76102,Heptachlor epoxide,
76103,Heptachlor epoxide,
76104,Heptachlor epoxide,
76105,Heptachlor epoxide,
76106,Heptachlor epoxide,
76107,Heptachlor epoxide,
76108,Heptachlor epoxide,
76109,Heptachlor epoxide,
76110,Mirex,
76111,Mirex,
76112,Mirex,
76113,Mirex,
76114,Mirex,
76115,Mirex,
76116,Mirex,
76117,Mirex,
76118,Mirex,
76119,Mirex,
76120,Mirex,
76121,Mirex,
76122,Mirex,
76123,Mirex,
76124,Mirex,
76125,Mirex,
76126,Mirex,
76127,Mirex,
76128,Mirex,
76129,Mirex,
76130,Mirex,
76131,Mirex,
76132,Mirex,
76133,Mirex,
76134,Mirex,
76135,Mirex,
76136,Mirex,
76137,Mirex,
76138,Mirex,
76139,Mirex,
76140,Mirex,
76141,Mirex,
76142,Mirex,
76143,Mirex,
76144,Mirex,
76145,Mirex,
76146,Mirex,
76147,Mirex,
76148,Mirex,
76149,Mirex,
76150,Mirex,
76151,Mirex,
76152,Mirex,
76153,Mirex,
76154,PCBs (as Arochlor 1254) Total,
76155,PCBs (as Arochlor 1254) Total,
76156,PCBs (as Arochlor 1254) Total,
76157,PCBs (as Arochlor 1254) Total,
76158,PCBs (as Arochlor 1254) Total,
76159,PCBs (as Arochlor 1254) Total,
76160,PCBs (as Arochlor 1254) Total,
76161,PCBs (as Arochlor 1254) Total,
76162,PCBs (as Arochlor 1254) Total,
76163,PCBs (as Arochlor 1254) Total,
76164,PCBs (as Arochlor 1254) Total,
76165,PCBs (as Arochlor 1254) Total,
76166,PCBs (as Arochlor 1254) Total,
76167,PCBs (as Arochlor 1254) Total,
76168,PCBs (as Arochlor 1254) Total,
76169,PCBs (as Arochlor 1254) Total,
76170,PCBs (as Arochlor 1254) Total,
76171,PCBs (as Arochlor 1254) Total,
76172,PCBs (as Arochlor 1254) Total,
76173,PCBs (as Arochlor 1254) Total,
76174,PCBs (as Arochlor 1254) Total,
76175,PCBs (as Arochlor 1254) Total,
76176,PCBs (as Arochlor 1254) Total,
76177,PCBs (as Arochlor 1254) Total,
76178,PCBs (as Arochlor 1254) Total,
76179,PCBs (as Arochlor 1254) Total,
76180,PCBs (as Arochlor 1254) Total,
76181,PCBs (as Arochlor 1254) Total,
76182,PCBs (as Arochlor 1254) Total,
76183,PCBs (as Arochlor 1254) Total,
76184,PCBs (as Arochlor 1254) Total,
76185,PCBs (as Arochlor 1254) Total,
76186,PCBs (as Arochlor 1254) Total,
76187,PCBs (as Arochlor 1254) Total,
76188,PCBs (as Arochlor 1254) Total,
76189,PCBs (as Arochlor 1254) Total,
76190,PCBs (as Arochlor 1254) Total,
76191,PCBs (as Arochlor 1254) Total,
76192,PCBs (as Arochlor 1254) Total,
76193,PCBs (as Arochlor 1254) Total,
76194,PCBs (as Arochlor 1254) Total,
76195,PCBs (as Arochlor 1254) Total,
76196,PCBs (as Arochlor 1254) Total,
76197,PCBs (as Arochlor 1254) Total,
76198,Chlordane (alpha+gamma),
76199,Chlordane (alpha+gamma),
76200,Chlordane (alpha+gamma),
76201,Chlordane (alpha+gamma),
76202,Chlordane (alpha+gamma),
76203,Chlordane (alpha+gamma),
76204,Chlordane (alpha+gamma),
76205,Chlordane (alpha+gamma),
76206,Chlordane (alpha+gamma),
76207,Chlordane (alpha+gamma),
76208,Chlordane (alpha+gamma),
76209,Chlordane (alpha+gamma),
76210,Chlordane (alpha+gamma),
76211,Chlordane (alpha+gamma),
76212,Chlordane (alpha+gamma),
76213,Chlordane (alpha+gamma),
76214,Chlordane (alpha+gamma),
76215,Chlordane (alpha+gamma),
76216,Chlordane (alpha+gamma),
76217,Chlordane (alpha+gamma),
76218,Chlordane (alpha+gamma),
76219,Chlordane (alpha+gamma),
76220,Chlordane (alpha+gamma),
76221,Chlordane (alpha+gamma),
76222,Chlordane (alpha+gamma),
76223,Chlordane (alpha+gamma),
76224,Chlordane (alpha+gamma),
76225,Chlordane (alpha+gamma),
76226,Chlordane (alpha+gamma),
76227,Chlordane (alpha+gamma),
76228,Chlordane (alpha+gamma),
76229,Chlordane (alpha+gamma),
76230,Chlordane (alpha+gamma),
76231,Chlordane (alpha+gamma),
76232,Chlordane (alpha+gamma),
76233,Chlordane (alpha+gamma),
76234,Chlordane (alpha+gamma),
76235,Chlordane (alpha+gamma),
76236,Chlordane (alpha+gamma),
76237,Chlordane (alpha+gamma),
76238,Chlordane (alpha+gamma),
76239,Chlordane (alpha+gamma),
76240,Chlordane (alpha+gamma),
76241,Chlordane (alpha+gamma),
76242,Chlordane (alpha+gamma),
76243,Chlordane (alpha+gamma),
76244,Chlordane (alpha+gamma),
76245,Chlordane (alpha+gamma),
76246,Chlordane (alpha+gamma),
76247,Chlordane (alpha+gamma),
76248,p-p'-DDD,
76249,p-p'-DDD,
76250,p-p'-DDD,
76251,p-p'-DDD,
76252,p-p'-DDD,
76253,p-p'-DDD,
76254,p-p'-DDD,
76255,p-p'-DDD,
76256,p-p'-DDD,
76257,p-p'-DDD,
76258,p-p'-DDD,
76259,p-p'-DDD,
76260,p-p'-DDD,
76261,p-p'-DDD,
76262,p-p'-DDD,
76263,p-p'-DDD,
76264,p-p'-DDD,
76265,p-p'-DDD,
76266,p-p'-DDD,
76267,p-p'-DDD,
76268,p-p'-DDD,
76269,p-p'-DDD,
76270,p-p'-DDD,
76271,p-p'-DDD,
76272,p-p'-DDD,
76273,p-p'-DDD,
76274,p-p'-DDD,
76275,p-p'-DDD,
76276,p-p'-DDD,
76277,p-p'-DDD,
76278,p-p'-DDD,
76279,p-p'-DDD,
76280,p-p'-DDD,
76281,p-p'-DDD,
76282,p-p'-DDD,
76283,p-p'-DDD,
76284,p-p'-DDD,
76285,p-p'-DDD,
76286,p-p'-DDD,
76287,p-p'-DDD,
76288,p-p'-DDD,
76289,p-p'-DDD,
76290,p-p'-DDD,
76291,p-p'-DDD,
76292,p-p'-DDD,
76293,p-p'-DDD,
76294,p-p'-DDD,
76295,p-p'-DDD,
76296,p-p'-DDD,
76297,p-p'-DDD,
76298,p-p'-DDE,
76299,p-p'-DDE,
76300,p-p'-DDE,
76301,p-p'-DDE,
76302,p-p'-DDE,
76303,p-p'-DDE,
76304,p-p'-DDE,
76305,p-p'-DDE,
76306,p-p'-DDE,
76307,p-p'-DDE,
76308,p-p'-DDE,
76309,p-p'-DDE,
76310,p-p'-DDE,
76311,p-p'-DDE,
76312,p-p'-DDE,
76313,p-p'-DDE,
76314,p-p'-DDE,
76315,p-p'-DDE,
76316,p-p'-DDE,
76317,p-p'-DDE,
76318,p-p'-DDE,
76319,p-p'-DDE,
76320,p-p'-DDE,
76321,p-p'-DDE,
76322,p-p'-DDE,
76323,p-p'-DDE,
76324,p-p'-DDE,
76325,p-p'-DDE,
76326,p-p'-DDE,
76327,p-p'-DDE,
76328,p-p'-DDE,
76329,p-p'-DDE,
76330,p-p'-DDE,
76331,p-p'-DDE,
76332,p-p'-DDE,
76333,p-p'-DDE,
76334,p-p'-DDE,
76335,p-p'-DDE,
76336,p-p'-DDE,
76337,p-p'-DDE,
76338,p-p'-DDE,
76339,p-p'-DDE,
76340,p-p'-DDE,
76341,p-p'-DDE,
76342,p-p'-DDE,
76343,p-p'-DDE,
76344,p-p'-DDE,
76345,p-p'-DDE,
76346,p-p'-DDE,
76347,p-p'-DDE,
76348,p-p'-DDT,
76349,p-p'-DDT,
76350,p-p'-DDT,
76351,p-p'-DDT,
76352,p-p'-DDT,
76353,p-p'-DDT,
76354,p-p'-DDT,
76355,p-p'-DDT,
76356,p-p'-DDT,
76357,p-p'-DDT,
76358,p-p'-DDT,
76359,p-p'-DDT,
76360,p-p'-DDT,
76361,p-p'-DDT,
76362,p-p'-DDT,
76363,p-p'-DDT,
76364,p-p'-DDT,
76365,p-p'-DDT,
76366,p-p'-DDT,
76367,p-p'-DDT,
76368,p-p'-DDT,
76369,p-p'-DDT,
76370,p-p'-DDT,
76371,p-p'-DDT,
76372,p-p'-DDT,
76373,p-p'-DDT,
76374,p-p'-DDT,
76375,p-p'-DDT,
76376,p-p'-DDT,
76377,p-p'-DDT,
76378,p-p'-DDT,
76379,p-p'-DDT,
76380,p-p'-DDT,
76381,p-p'-DDT,
76382,p-p'-DDT,
76383,p-p'-DDT,
76384,p-p'-DDT,
76385,p-p'-DDT,
76386,p-p'-DDT,
76387,p-p'-DDT,
76388,p-p'-DDT,
76389,p-p'-DDT,
76390,p-p'-DDT,
76391,p-p'-DDT,
76392,p-p'-DDT,
76393,p-p'-DDT,
76394,p-p'-DDT,
76395,p-p'-DDT,
76396,p-p'-DDT,
76397,p-p'-DDT,
76398,Dieldrin,
76399,Dieldrin,
76400,Dieldrin,
76401,Dieldrin,
76402,Dieldrin,
76403,Dieldrin,
76404,Dieldrin,
76405,Dieldrin,
76406,Dieldrin,
76407,Dieldrin,
76408,Dieldrin,
76409,Dieldrin,
76410,Dieldrin,
76411,Dieldrin,
76412,Dieldrin,
76413,Dieldrin,
76414,Dieldrin,
76415,Dieldrin,
76416,Dieldrin,
76417,Dieldrin,
76418,Dieldrin,
76419,Dieldrin,
76420,Dieldrin,
76421,Dieldrin,
76422,Dieldrin,
76423,Dieldrin,
76424,Dieldrin,
76425,Dieldrin,
76426,Dieldrin,
76427,Dieldrin,
76428,Dieldrin,
76429,Dieldrin,
76430,Dieldrin,
76431,Dieldrin,
76432,Dieldrin,
76433,Dieldrin,
76434,Dieldrin,
76435,Dieldrin,
76436,Dieldrin,
76437,Dieldrin,
76438,Dieldrin,
76439,Dieldrin,
76440,Dieldrin,
76441,Dieldrin,
76442,Dieldrin,
76443,Dieldrin,
76444,Dieldrin,
76445,Dieldrin,
76446,Dieldrin,
76447,Hexabromobenzene (HBB),
76448,Hexabromobenzene (HBB),
76449,Hexabromobenzene (HBB),
76450,Hexabromobenzene (HBB),
76451,Hexabromobenzene (HBB),
76452,Hexabromobenzene (HBB),
76453,Hexabromobenzene (HBB),
76454,Hexabromobenzene (HBB),
76455,Hexabromobenzene (HBB),
76456,Hexabromobenzene (HBB),
76457,Hexabromobenzene (HBB),
76458,Hexabromobenzene (HBB),
76459,Hexabromobenzene (HBB),
76460,Hexabromobenzene (HBB),
76461,Hexabromobenzene (HBB),
76462,Hexabromobenzene (HBB),
76463,Hexabromobenzene (HBB),
76464,Hexabromobenzene (HBB),
76465,Hexabromobenzene (HBB),
76466,Hexabromobenzene (HBB),
76467,Hexabromobenzene (HBB),
76468,Hexabromobenzene (HBB),
76469,Hexabromobenzene (HBB),
76470,Hexabromobenzene (HBB),
76471,Hexabromobenzene (HBB),
76472,Hexabromobenzene (HBB),
76473,Hexabromobenzene (HBB),
76474,Hexabromobenzene (HBB),
76475,Hexabromobenzene (HBB),
76476,Hexabromobenzene (HBB),
76477,Hexabromobenzene (HBB),
76478,Hexabromobenzene (HBB),
76479,Hexabromobenzene (HBB),
76480,Hexabromobenzene (HBB),
76481,Hexabromobenzene (HBB),
76482,Hexabromobenzene (HBB),
76483,Hexabromobenzene (HBB),
76484,Hexabromobenzene (HBB),
76485,Hexabromobenzene (HBB),
76486,Hexabromobenzene (HBB),
76487,Hexabromobenzene (HBB),
76488,Hexabromobenzene (HBB),
76489,Hexabromobenzene (HBB),
76490,Hexabromobenzene (HBB),
76491,Hexabromobenzene (HBB),
76492,Hexabromobenzene (HBB),
76493,Hexabromobenzene (HBB),
76494,Hexabromobenzene (HBB),
76495,Hexabromobenzene (HBB),
76496,Hexabromobenzene (HBB),
76497,Heptachlor epoxide,
76498,Heptachlor epoxide,
76499,Heptachlor epoxide,
76500,Heptachlor epoxide,
76501,Heptachlor epoxide,
76502,Heptachlor epoxide,
76503,Heptachlor epoxide,
76504,Heptachlor epoxide,
76505,Heptachlor epoxide,
76506,Heptachlor epoxide,
76507,Heptachlor epoxide,
76508,Heptachlor epoxide,
76509,Heptachlor epoxide,
76510,Heptachlor epoxide,
76511,Heptachlor epoxide,
76512,Heptachlor epoxide,
76513,Heptachlor epoxide,
76514,Heptachlor epoxide,
76515,Heptachlor epoxide,
76516,Heptachlor epoxide,
76517,Heptachlor epoxide,
76518,Heptachlor epoxide,
76519,Heptachlor epoxide,
76520,Heptachlor epoxide,
76521,Heptachlor epoxide,
76522,Heptachlor epoxide,
76523,Heptachlor epoxide,
76524,Heptachlor epoxide,
76525,Heptachlor epoxide,
76526,Heptachlor epoxide,
76527,Heptachlor epoxide,
76528,Heptachlor epoxide,
76529,Heptachlor epoxide,
76530,Heptachlor epoxide,
76531,Heptachlor epoxide,
76532,Heptachlor epoxide,
76533,Heptachlor epoxide,
76534,Heptachlor epoxide,
76535,Heptachlor epoxide,
76536,Heptachlor epoxide,
76537,Heptachlor epoxide,
76538,Heptachlor epoxide,
76539,Heptachlor epoxide,
76540,Heptachlor epoxide,
76541,Heptachlor epoxide,
76542,Heptachlor epoxide,
76543,Heptachlor epoxide,
76544,Heptachlor epoxide,
76545,Heptachlor epoxide,
76546,Heptachlor epoxide,
76547,Mirex,
76548,Mirex,
76549,Mirex,
76550,Mirex,
76551,Mirex,
76552,Mirex,
76553,Mirex,
76554,Mirex,
76555,Mirex,
76556,Mirex,
76557,Mirex,
76558,Mirex,
76559,Mirex,
76560,Mirex,
76561,Mirex,
76562,Mirex,
76563,Mirex,
76564,Mirex,
76565,Mirex,
76566,Mirex,
76567,Mirex,
76568,Mirex,
76569,Mirex,
76570,Mirex,
76571,Mirex,
76572,Mirex,
76573,Mirex,
76574,Mirex,
76575,Mirex,
76576,Mirex,
76577,Mirex,
76578,Mirex,
76579,Mirex,
76580,Mirex,
76581,Mirex,
76582,Mirex,
76583,Mirex,
76584,Mirex,
76585,Mirex,
76586,Mirex,
76587,Mirex,
76588,Mirex,
76589,Mirex,
76590,Mirex,
76591,Mirex,
76592,Mirex,
76593,Mirex,
76594,Mirex,
76595,Mirex,
76596,Mirex,
76597,PCBs (as Arochlor 1254) Total,
76598,PCBs (as Arochlor 1254) Total,
76599,PCBs (as Arochlor 1254) Total,
76600,PCBs (as Arochlor 1254) Total,
76601,PCBs (as Arochlor 1254) Total,
76602,PCBs (as Arochlor 1254) Total,
76603,PCBs (as Arochlor 1254) Total,
76604,PCBs (as Arochlor 1254) Total,
76605,PCBs (as Arochlor 1254) Total,
76606,PCBs (as Arochlor 1254) Total,
76607,PCBs (as Arochlor 1254) Total,
76608,PCBs (as Arochlor 1254) Total,
76609,PCBs (as Arochlor 1254) Total,
76610,PCBs (as Arochlor 1254) Total,
76611,PCBs (as Arochlor 1254) Total,
76612,PCBs (as Arochlor 1254) Total,
76613,PCBs (as Arochlor 1254) Total,
76614,PCBs (as Arochlor 1254) Total,
76615,PCBs (as Arochlor 1254) Total,
76616,PCBs (as Arochlor 1254) Total,
76617,PCBs (as Arochlor 1254) Total,
76618,PCBs (as Arochlor 1254) Total,
76619,PCBs (as Arochlor 1254) Total,
76620,PCBs (as Arochlor 1254) Total,
76621,PCBs (as Arochlor 1254) Total,
76622,PCBs (as Arochlor 1254) Total,
76623,PCBs (as Arochlor 1254) Total,
76624,PCBs (as Arochlor 1254) Total,
76625,PCBs (as Arochlor 1254) Total,
76626,PCBs (as Arochlor 1254) Total,
76627,PCBs (as Arochlor 1254) Total,
76628,PCBs (as Arochlor 1254) Total,
76629,PCBs (as Arochlor 1254) Total,
76630,PCBs (as Arochlor 1254) Total,
76631,PCBs (as Arochlor 1254) Total,
76632,PCBs (as Arochlor 1254) Total,
76633,PCBs (as Arochlor 1254) Total,
76634,PCBs (as Arochlor 1254) Total,
76635,PCBs (as Arochlor 1254) Total,
76636,PCBs (as Arochlor 1254) Total,
76637,PCBs (as Arochlor 1254) Total,
76638,PCBs (as Arochlor 1254) Total,
76639,PCBs (as Arochlor 1254) Total,
76640,PCBs (as Arochlor 1254) Total,
76641,PCBs (as Arochlor 1254) Total,
76642,PCBs (as Arochlor 1254) Total,
