,mp_name,p_name
137131,gamma-HCH (Lindane),
137132,Heptachlor epoxide,
137133,Hexachlorobenzene (HCB),
137134,Mirex,
137135,PCBs (as Arochlor 1254) Total,
137136,p-p'-DDD,
137137,p-p'-DDE,
137138,p-p'-DDT,
137139,alpha-BHC,
137140,alpha-Chlordane,
137141,Dieldrin,
137142,gamma-Chlordane,
137143,gamma-HCH (Lindane),
137144,Heptachlor epoxide,
137145,Hexachlorobenzene (HCB),
137146,Mirex,
137147,PCBs (as Arochlor 1254) Total,
137148,p-p'-DDD,
137149,p-p'-DDE,
137150,p-p'-DDT,
137151,alpha-BHC,
137152,alpha-Chlordane,
137153,Dieldrin,
137154,gamma-Chlordane,
137155,gamma-HCH (Lindane),
137156,Heptachlor epoxide,
137157,Hexachlorobenzene (HCB),
137158,Mirex,
137159,PCBs (as Arochlor 1254) Total,
137160,p-p'-DDD,
137161,p-p'-DDE,
137162,p-p'-DDT,
137163,alpha-BHC,
137164,alpha-Chlordane,
137165,Dieldrin,
137166,gamma-Chlordane,
137167,gamma-HCH (Lindane),
137168,Heptachlor epoxide,
137169,Hexachlorobenzene (HCB),
137170,Mirex,
137171,PCBs (as Arochlor 1254) Total,
137172,p-p'-DDD,
137173,p-p'-DDE,
137174,p-p'-DDT,
137175,alpha-BHC,
137176,alpha-Chlordane,
137177,Dieldrin,
137178,gamma-Chlordane,
137179,gamma-HCH (Lindane),
137180,Heptachlor epoxide,
137181,Hexachlorobenzene (HCB),
137182,Mirex,
137183,PCBs (as Arochlor 1254) Total,
137184,p-p'-DDD,
137185,p-p'-DDE,
137186,p-p'-DDT,
137187,alpha-BHC,
137188,alpha-Chlordane,
137189,Dieldrin,
137190,gamma-Chlordane,
137191,gamma-HCH (Lindane),
137192,Heptachlor epoxide,
137193,Hexachlorobenzene (HCB),
137194,Mirex,
137195,PCBs (as Arochlor 1254) Total,
137196,p-p'-DDD,
137197,p-p'-DDE,
137198,p-p'-DDT,
137199,alpha-BHC,
137200,alpha-Chlordane,
137201,Dieldrin,
137202,gamma-Chlordane,
137203,gamma-HCH (Lindane),
137204,Heptachlor epoxide,
137205,Hexachlorobenzene (HCB),
137206,Mirex,
137207,PCBs (as Arochlor 1254) Total,
137208,p-p'-DDD,
137209,p-p'-DDE,
137210,p-p'-DDT,
137211,alpha-BHC,
137212,alpha-Chlordane,
137213,Dieldrin,
137214,gamma-Chlordane,
137215,gamma-HCH (Lindane),
137216,Heptachlor epoxide,
137217,Hexachlorobenzene (HCB),
137218,Mirex,
137219,PCBs (as Arochlor 1254) Total,
137220,p-p'-DDD,
137221,p-p'-DDE,
137222,p-p'-DDT,
137223,alpha-BHC,
137224,alpha-Chlordane,
137225,Dieldrin,
137226,gamma-Chlordane,
137227,gamma-HCH (Lindane),
137228,Heptachlor epoxide,
137229,Hexachlorobenzene (HCB),
137230,Mirex,
137231,PCBs (as Arochlor 1254) Total,
137232,p-p'-DDD,
137233,p-p'-DDE,
137234,p-p'-DDT,
137235,alpha-BHC,
137236,alpha-Chlordane,
137237,Dieldrin,
137238,gamma-Chlordane,
137239,gamma-HCH (Lindane),
137240,Heptachlor epoxide,
137241,Hexachlorobenzene (HCB),
137242,Mirex,
137243,PCBs (as Arochlor 1254) Total,
137244,p-p'-DDD,
137245,p-p'-DDE,
137246,p-p'-DDT,
137247,alpha-BHC,
137248,alpha-Chlordane,
137249,Dieldrin,
137250,gamma-Chlordane,
137251,gamma-HCH (Lindane),
137252,Heptachlor epoxide,
137253,Hexachlorobenzene (HCB),
137254,Mirex,
137255,PCBs (as Arochlor 1254) Total,
137256,p-p'-DDD,
137257,p-p'-DDE,
137258,p-p'-DDT,
137259,alpha-BHC,
137260,alpha-Chlordane,
137261,Dieldrin,
137262,gamma-Chlordane,
137263,gamma-HCH (Lindane),
137264,Heptachlor epoxide,
137265,Hexachlorobenzene (HCB),
137266,Mirex,
137267,PCBs (as Arochlor 1254) Total,
137268,p-p'-DDD,
137269,p-p'-DDE,
137270,p-p'-DDT,
137271,alpha-BHC,
137272,alpha-Chlordane,
137273,Dieldrin,
137274,gamma-Chlordane,
137275,gamma-HCH (Lindane),
137276,Heptachlor epoxide,
137277,Hexachlorobenzene (HCB),
137278,Mirex,
137279,PCBs (as Arochlor 1254) Total,
137280,p-p'-DDD,
137281,p-p'-DDE,
137282,p-p'-DDT,
137283,alpha-BHC,
137284,alpha-Chlordane,
137285,Dieldrin,
137286,gamma-Chlordane,
137287,gamma-HCH (Lindane),
137288,Heptachlor epoxide,
137289,Hexachlorobenzene (HCB),
137290,Mirex,
137291,PCBs (as Arochlor 1254) Total,
137292,p-p'-DDD,
137293,p-p'-DDE,
137294,p-p'-DDT,
137295,alpha-BHC,
137296,alpha-Chlordane,
137297,Dieldrin,
137298,gamma-Chlordane,
137299,gamma-HCH (Lindane),
137300,Heptachlor epoxide,
137301,Hexachlorobenzene (HCB),
137302,Mirex,
137303,PCBs (as Arochlor 1254) Total,
137304,p-p'-DDD,
137305,p-p'-DDE,
137306,p-p'-DDT,
137307,alpha-BHC,
137308,alpha-Chlordane,
137309,Dieldrin,
137310,gamma-Chlordane,
137311,gamma-HCH (Lindane),
137312,Heptachlor epoxide,
137313,Hexachlorobenzene (HCB),
137314,Mirex,
137315,PCBs (as Arochlor 1254) Total,
137316,p-p'-DDD,
137317,p-p'-DDE,
137318,p-p'-DDT,
137319,alpha-BHC,
137320,alpha-Chlordane,
137321,Dieldrin,
137322,gamma-Chlordane,
137323,gamma-HCH (Lindane),
137324,Heptachlor epoxide,
137325,Hexachlorobenzene (HCB),
137326,Mirex,
137327,PCBs (as Arochlor 1254) Total,
137328,p-p'-DDD,
137329,p-p'-DDE,
137330,p-p'-DDT,
137331,alpha-BHC,
137332,alpha-Chlordane,
137333,Dieldrin,
137334,gamma-Chlordane,
137335,gamma-HCH (Lindane),
137336,Heptachlor epoxide,
137337,Hexachlorobenzene (HCB),
137338,Mirex,
137339,PCBs (as Arochlor 1254) Total,
137340,p-p'-DDD,
137341,p-p'-DDE,
137342,p-p'-DDT,
137343,alpha-BHC,
137344,alpha-Chlordane,
137345,Dieldrin,
137346,gamma-Chlordane,
137347,gamma-HCH (Lindane),
137348,Heptachlor epoxide,
137349,Hexachlorobenzene (HCB),
137350,Mirex,
137351,PCBs (as Arochlor 1254) Total,
137352,p-p'-DDD,
137353,p-p'-DDE,
137354,p-p'-DDT,
137355,alpha-BHC,
137356,alpha-Chlordane,
137357,Dieldrin,
137358,gamma-Chlordane,
137359,gamma-HCH (Lindane),
137360,Heptachlor epoxide,
137361,Hexachlorobenzene (HCB),
137362,Mirex,
137363,PCBs (as Arochlor 1254) Total,
137364,p-p'-DDD,
137365,p-p'-DDE,
137366,p-p'-DDT,
137367,alpha-BHC,
137368,alpha-Chlordane,
137369,Dieldrin,
137370,gamma-Chlordane,
137371,gamma-HCH (Lindane),
137372,Heptachlor epoxide,
137373,Hexachlorobenzene (HCB),
137374,Mirex,
137375,PCBs (as Arochlor 1254) Total,
137376,p-p'-DDD,
137377,p-p'-DDE,
137378,p-p'-DDT,
137379,alpha-BHC,
137380,alpha-Chlordane,
137381,Dieldrin,
137382,gamma-Chlordane,
137383,gamma-HCH (Lindane),
137384,Heptachlor epoxide,
137385,Hexachlorobenzene (HCB),
137386,Mirex,
137387,PCBs (as Arochlor 1254) Total,
137388,p-p'-DDD,
137389,p-p'-DDE,
137390,p-p'-DDT,
137391,alpha-BHC,
137392,alpha-Chlordane,
137393,Dieldrin,
137394,gamma-Chlordane,
137395,gamma-HCH (Lindane),
137396,Heptachlor epoxide,
137397,Hexachlorobenzene (HCB),
137398,Mirex,
137399,PCBs (as Arochlor 1254) Total,
137400,p-p'-DDD,
137401,p-p'-DDE,
137402,p-p'-DDT,
137403,alpha-BHC,
137404,alpha-Chlordane,
137405,Dieldrin,
137406,gamma-Chlordane,
137407,gamma-HCH (Lindane),
137408,Heptachlor epoxide,
137409,Hexachlorobenzene (HCB),
137410,Mirex,
137411,PCBs (as Arochlor 1254) Total,
137412,p-p'-DDD,
137413,p-p'-DDE,
137414,p-p'-DDT,
137415,alpha-BHC,
137416,alpha-Chlordane,
137417,Dieldrin,
137418,gamma-Chlordane,
137419,gamma-HCH (Lindane),
137420,Heptachlor epoxide,
137421,Hexachlorobenzene (HCB),
137422,Mirex,
137423,PCBs (as Arochlor 1254) Total,
137424,p-p'-DDD,
137425,p-p'-DDE,
137426,p-p'-DDT,
137427,alpha-BHC,
137428,alpha-Chlordane,
137429,Dieldrin,
137430,gamma-Chlordane,
137431,gamma-HCH (Lindane),
137432,Heptachlor epoxide,
137433,Hexachlorobenzene (HCB),
137434,Mirex,
137435,PCBs (as Arochlor 1254) Total,
137436,p-p'-DDD,
137437,p-p'-DDE,
137438,p-p'-DDT,
137439,alpha-BHC,
137440,alpha-Chlordane,
137441,Dieldrin,
137442,gamma-Chlordane,
137443,gamma-HCH (Lindane),
137444,Heptachlor epoxide,
137445,Hexachlorobenzene (HCB),
137446,Mirex,
137447,PCBs (as Arochlor 1254) Total,
137448,p-p'-DDD,
137449,p-p'-DDE,
137450,p-p'-DDT,
137451,alpha-BHC,
137452,alpha-Chlordane,
137453,Dieldrin,
137454,gamma-Chlordane,
137455,gamma-HCH (Lindane),
137456,Heptachlor epoxide,
137457,Hexachlorobenzene (HCB),
137458,Mirex,
137459,PCBs (as Arochlor 1254) Total,
137460,p-p'-DDD,
137461,p-p'-DDE,
137462,p-p'-DDT,
137463,alpha-BHC,
137464,alpha-Chlordane,
137465,Dieldrin,
137466,gamma-Chlordane,
137467,gamma-HCH (Lindane),
137468,Heptachlor epoxide,
137469,Hexachlorobenzene (HCB),
137470,Mirex,
137471,PCBs (as Arochlor 1254) Total,
137472,p-p'-DDD,
137473,p-p'-DDE,
137474,p-p'-DDT,
137475,alpha-BHC,
137476,alpha-Chlordane,
137477,Dieldrin,
137478,gamma-Chlordane,
137479,gamma-HCH (Lindane),
137480,Heptachlor epoxide,
137481,Hexachlorobenzene (HCB),
137482,Mirex,
137483,PCBs (as Arochlor 1254) Total,
137484,p-p'-DDD,
137485,p-p'-DDE,
137486,p-p'-DDT,
137487,alpha-BHC,
137488,alpha-Chlordane,
137489,Dieldrin,
137490,gamma-Chlordane,
137491,gamma-HCH (Lindane),
137492,Heptachlor epoxide,
137493,Hexachlorobenzene (HCB),
137494,Mirex,
137495,PCBs (as Arochlor 1254) Total,
137496,p-p'-DDD,
137497,p-p'-DDE,
137498,p-p'-DDT,
137499,alpha-BHC,
137500,alpha-Chlordane,
137501,Dieldrin,
137502,gamma-Chlordane,
137503,gamma-HCH (Lindane),
137504,Heptachlor epoxide,
137505,Hexachlorobenzene (HCB),
137506,Mirex,
137507,PCBs (as Arochlor 1254) Total,
137508,p-p'-DDD,
137509,p-p'-DDE,
137510,p-p'-DDT,
137511,alpha-BHC,
137512,alpha-Chlordane,
137513,Dieldrin,
137514,gamma-Chlordane,
137515,gamma-HCH (Lindane),
137516,Heptachlor epoxide,
137517,Hexachlorobenzene (HCB),
137518,Mirex,
137519,PCBs (as Arochlor 1254) Total,
137520,p-p'-DDD,
137521,p-p'-DDE,
137522,p-p'-DDT,
137523,alpha-BHC,
137524,alpha-Chlordane,
137525,Dieldrin,
137526,gamma-Chlordane,
137527,gamma-HCH (Lindane),
137528,Heptachlor epoxide,
137529,Hexachlorobenzene (HCB),
137530,Mirex,
137531,PCBs (as Arochlor 1254) Total,
137532,p-p'-DDD,
137533,p-p'-DDE,
137534,p-p'-DDT,
137535,alpha-BHC,
137536,alpha-Chlordane,
137537,Dieldrin,
137538,gamma-Chlordane,
137539,gamma-HCH (Lindane),
137540,Heptachlor epoxide,
137541,Hexachlorobenzene (HCB),
137542,Mirex,
137543,PCBs (as Arochlor 1254) Total,
137544,p-p'-DDD,
137545,p-p'-DDE,
137546,p-p'-DDT,
137547,alpha-BHC,
137548,alpha-Chlordane,
137549,Dieldrin,
137550,gamma-Chlordane,
137551,gamma-HCH (Lindane),
137552,Heptachlor epoxide,
137553,Hexachlorobenzene (HCB),
137554,Mirex,
137555,PCBs (as Arochlor 1254) Total,
137556,p-p'-DDD,
137557,p-p'-DDE,
137558,p-p'-DDT,
137559,alpha-BHC,
137560,alpha-Chlordane,
137561,Dieldrin,
137562,gamma-Chlordane,
137563,gamma-HCH (Lindane),
137564,Heptachlor epoxide,
137565,Hexachlorobenzene (HCB),
137566,Mirex,
137567,PCBs (as Arochlor 1254) Total,
137568,p-p'-DDD,
137569,p-p'-DDE,
137570,p-p'-DDT,
137571,alpha-BHC,
137572,alpha-Chlordane,
137573,Dieldrin,
137574,gamma-Chlordane,
137575,gamma-HCH (Lindane),
137576,Heptachlor epoxide,
137577,Hexachlorobenzene (HCB),
137578,Mirex,
137579,PCBs (as Arochlor 1254) Total,
137580,p-p'-DDD,
137581,p-p'-DDE,
137582,p-p'-DDT,
137583,alpha-BHC,
137584,alpha-Chlordane,
137585,Dieldrin,
137586,gamma-Chlordane,
137587,gamma-HCH (Lindane),
137588,Heptachlor epoxide,
137589,Hexachlorobenzene (HCB),
137590,Mirex,
137591,PCBs (as Arochlor 1254) Total,
137592,p-p'-DDD,
137593,p-p'-DDE,
137594,p-p'-DDT,
137595,alpha-BHC,
137596,alpha-Chlordane,
137597,Dieldrin,
137598,gamma-Chlordane,
137599,gamma-HCH (Lindane),
137600,Heptachlor epoxide,
137601,Hexachlorobenzene (HCB),
137602,Mirex,
137603,PCBs (as Arochlor 1254) Total,
137604,p-p'-DDD,
137605,p-p'-DDE,
137606,p-p'-DDT,
137607,alpha-BHC,
137608,alpha-Chlordane,
137609,Dieldrin,
137610,gamma-Chlordane,
137611,gamma-HCH (Lindane),
137612,Heptachlor epoxide,
137613,Hexachlorobenzene (HCB),
137614,Mirex,
137615,PCBs (as Arochlor 1254) Total,
137616,p-p'-DDD,
137617,p-p'-DDE,
137618,p-p'-DDT,
137619,alpha-BHC,
137620,alpha-Chlordane,
137621,Dieldrin,
137622,gamma-Chlordane,
137623,gamma-HCH (Lindane),
137624,Heptachlor epoxide,
137625,Hexachlorobenzene (HCB),
137626,Mirex,
137627,PCBs (as Arochlor 1254) Total,
137628,p-p'-DDD,
137629,p-p'-DDE,
137630,p-p'-DDT,
137631,alpha-BHC,
137632,alpha-Chlordane,
137633,Dieldrin,
137634,gamma-Chlordane,
137635,gamma-HCH (Lindane),
137636,Heptachlor epoxide,
137637,Hexachlorobenzene (HCB),
137638,Mirex,
137639,PCBs (as Arochlor 1254) Total,
137640,p-p'-DDD,
137641,p-p'-DDE,
137642,p-p'-DDT,
137643,alpha-BHC,
137644,alpha-Chlordane,
137645,Dieldrin,
137646,gamma-Chlordane,
137647,gamma-HCH (Lindane),
137648,Heptachlor epoxide,
137649,Hexachlorobenzene (HCB),
137650,Mirex,
137651,PCBs (as Arochlor 1254) Total,
137652,p-p'-DDD,
137653,p-p'-DDE,
137654,p-p'-DDT,
137655,alpha-BHC,
137656,alpha-Chlordane,
137657,Dieldrin,
137658,gamma-Chlordane,
137659,gamma-HCH (Lindane),
137660,Heptachlor epoxide,
137661,Hexachlorobenzene (HCB),
137662,Mirex,
137663,PCBs (as Arochlor 1254) Total,
137664,p-p'-DDD,
137665,p-p'-DDE,
137666,p-p'-DDT,
137667,alpha-BHC,
137668,alpha-Chlordane,
137669,Dieldrin,
137670,gamma-Chlordane,
137671,gamma-HCH (Lindane),
137672,Heptachlor epoxide,
137673,Hexachlorobenzene (HCB),
137674,Mirex,
137675,PCBs (as Arochlor 1254) Total,
137676,p-p'-DDD,
137677,p-p'-DDE,
137678,p-p'-DDT,
137679,alpha-BHC,
137680,alpha-Chlordane,
137681,Dieldrin,
137682,gamma-Chlordane,
137683,gamma-HCH (Lindane),
137684,Heptachlor epoxide,
137685,Hexachlorobenzene (HCB),
137686,Mirex,
137687,PCBs (as Arochlor 1254) Total,
137688,p-p'-DDD,
137689,p-p'-DDE,
137690,p-p'-DDT,
137691,alpha-BHC,
137692,alpha-Chlordane,
137693,Dieldrin,
137694,gamma-Chlordane,
137695,gamma-HCH (Lindane),
137696,Heptachlor epoxide,
137697,Hexachlorobenzene (HCB),
137698,Mirex,
137699,PCBs (as Arochlor 1254) Total,
137700,p-p'-DDD,
137701,p-p'-DDE,
137702,p-p'-DDT,
137703,alpha-BHC,
137704,alpha-Chlordane,
137705,Dieldrin,
137706,gamma-Chlordane,
137707,gamma-HCH (Lindane),
137708,Heptachlor epoxide,
137709,Hexachlorobenzene (HCB),
137710,Mirex,
137711,PCBs (as Arochlor 1254) Total,
137712,p-p'-DDD,
137713,p-p'-DDE,
137714,p-p'-DDT,
137715,alpha-BHC,
137716,alpha-Chlordane,
137717,Dieldrin,
137718,gamma-Chlordane,
137719,gamma-HCH (Lindane),
137720,Heptachlor epoxide,
137721,Hexachlorobenzene (HCB),
137722,Mirex,
137723,PCBs (as Arochlor 1254) Total,
137724,p-p'-DDD,
137725,p-p'-DDE,
137726,p-p'-DDT,
137727,alpha-BHC,
137728,alpha-Chlordane,
137729,Dieldrin,
137730,gamma-Chlordane,
137731,gamma-HCH (Lindane),
137732,Heptachlor epoxide,
137733,Hexachlorobenzene (HCB),
137734,Mirex,
137735,PCBs (as Arochlor 1254) Total,
137736,p-p'-DDD,
137737,p-p'-DDE,
137738,p-p'-DDT,
137739,alpha-BHC,
137740,alpha-Chlordane,
137741,Dieldrin,
137742,gamma-Chlordane,
137743,gamma-HCH (Lindane),
137744,Heptachlor epoxide,
137745,Hexachlorobenzene (HCB),
137746,Mirex,
137747,PCBs (as Arochlor 1254) Total,
137748,p-p'-DDD,
137749,p-p'-DDE,
137750,p-p'-DDT,
137751,alpha-BHC,
137752,alpha-Chlordane,
137753,Dieldrin,
137754,gamma-Chlordane,
137755,gamma-HCH (Lindane),
137756,Heptachlor epoxide,
137757,Hexachlorobenzene (HCB),
137758,Mirex,
137759,PCBs (as Arochlor 1254) Total,
137760,p-p'-DDD,
137761,p-p'-DDE,
137762,p-p'-DDT,
137763,alpha-BHC,
137764,alpha-Chlordane,
137765,Dieldrin,
137766,gamma-Chlordane,
137767,gamma-HCH (Lindane),
137768,Heptachlor epoxide,
137769,Hexachlorobenzene (HCB),
137770,Mirex,
137771,PCBs (as Arochlor 1254) Total,
137772,p-p'-DDD,
137773,p-p'-DDE,
137774,p-p'-DDT,
137775,alpha-BHC,
137776,alpha-Chlordane,
137777,Dieldrin,
137778,gamma-Chlordane,
137779,gamma-HCH (Lindane),
137780,Heptachlor epoxide,
137781,Hexachlorobenzene (HCB),
137782,Mirex,
137783,PCBs (as Arochlor 1254) Total,
137784,p-p'-DDD,
137785,p-p'-DDE,
137786,p-p'-DDT,
137787,alpha-BHC,
137788,alpha-Chlordane,
137789,Dieldrin,
137790,gamma-Chlordane,
137791,gamma-HCH (Lindane),
137792,Heptachlor epoxide,
137793,Hexachlorobenzene (HCB),
137794,Mirex,
137795,PCBs (as Arochlor 1254) Total,
137796,p-p'-DDD,
137797,p-p'-DDE,
137798,p-p'-DDT,
137799,alpha-BHC,
137800,alpha-Chlordane,
137801,Dieldrin,
137802,gamma-Chlordane,
137803,gamma-HCH (Lindane),
137804,Heptachlor epoxide,
137805,Hexachlorobenzene (HCB),
137806,Mirex,
137807,PCBs (as Arochlor 1254) Total,
137808,p-p'-DDD,
137809,p-p'-DDE,
137810,p-p'-DDT,
137811,alpha-BHC,
137812,alpha-Chlordane,
137813,Dieldrin,
137814,gamma-Chlordane,
137815,gamma-HCH (Lindane),
137816,Heptachlor epoxide,
137817,Hexachlorobenzene (HCB),
137818,Mirex,
137819,PCBs (as Arochlor 1254) Total,
137820,p-p'-DDD,
137821,p-p'-DDE,
137822,p-p'-DDT,
137823,alpha-BHC,
137824,alpha-Chlordane,
137825,Dieldrin,
137826,gamma-Chlordane,
137827,gamma-HCH (Lindane),
137828,Heptachlor epoxide,
137829,Hexachlorobenzene (HCB),
137830,Mirex,
137831,PCBs (as Arochlor 1254) Total,
137832,p-p'-DDD,
137833,p-p'-DDE,
137834,p-p'-DDT,
137835,alpha-BHC,
137836,alpha-Chlordane,
137837,Dieldrin,
137838,gamma-Chlordane,
137839,gamma-HCH (Lindane),
137840,Heptachlor epoxide,
137841,Hexachlorobenzene (HCB),
137842,Mirex,
137843,PCBs (as Arochlor 1254) Total,
137844,p-p'-DDD,
137845,p-p'-DDE,
137846,p-p'-DDT,
137847,alpha-BHC,
137848,alpha-Chlordane,
137849,Dieldrin,
137850,gamma-Chlordane,
137851,gamma-HCH (Lindane),
137852,Heptachlor epoxide,
137853,Hexachlorobenzene (HCB),
137854,Mirex,
137855,PCBs (as Arochlor 1254) Total,
137856,p-p'-DDD,
137857,p-p'-DDE,
137858,p-p'-DDT,
137859,alpha-BHC,
137860,alpha-Chlordane,
137861,Dieldrin,
137862,gamma-Chlordane,
137863,gamma-HCH (Lindane),
137864,Heptachlor epoxide,
137865,Hexachlorobenzene (HCB),
137866,Mirex,
137867,PCBs (as Arochlor 1254) Total,
137868,p-p'-DDD,
137869,p-p'-DDE,
137870,p-p'-DDT,
137871,alpha-BHC,
137872,alpha-Chlordane,
137873,Dieldrin,
137874,gamma-Chlordane,
137875,gamma-HCH (Lindane),
137876,Heptachlor epoxide,
137877,Hexachlorobenzene (HCB),
137878,Mirex,
137879,PCBs (as Arochlor 1254) Total,
137880,p-p'-DDD,
137881,p-p'-DDE,
137882,p-p'-DDT,
137883,alpha-BHC,
137884,alpha-Chlordane,
137885,Dieldrin,
137886,gamma-Chlordane,
137887,gamma-HCH (Lindane),
137888,Heptachlor epoxide,
137889,Hexachlorobenzene (HCB),
137890,Mirex,
137891,PCBs (as Arochlor 1254) Total,
137892,p-p'-DDD,
137893,p-p'-DDE,
137894,p-p'-DDT,
137895,alpha-BHC,
137896,alpha-Chlordane,
137897,Dieldrin,
137898,gamma-Chlordane,
137899,gamma-HCH (Lindane),
137900,Heptachlor epoxide,
137901,Hexachlorobenzene (HCB),
137902,Mirex,
137903,PCBs (as Arochlor 1254) Total,
137904,p-p'-DDD,
137905,p-p'-DDE,
137906,p-p'-DDT,
137907,alpha-BHC,
137908,alpha-Chlordane,
137909,Dieldrin,
137910,gamma-Chlordane,
137911,gamma-HCH (Lindane),
137912,Heptachlor epoxide,
137913,Hexachlorobenzene (HCB),
137914,Mirex,
137915,PCBs (as Arochlor 1254) Total,
137916,p-p'-DDD,
137917,p-p'-DDE,
137918,p-p'-DDT,
137919,alpha-BHC,
137920,alpha-Chlordane,
137921,Dieldrin,
137922,gamma-Chlordane,
137923,gamma-HCH (Lindane),
137924,Heptachlor epoxide,
137925,Hexachlorobenzene (HCB),
137926,Mirex,
137927,PCBs (as Arochlor 1254) Total,
137928,p-p'-DDD,
137929,p-p'-DDE,
137930,p-p'-DDT,
137931,alpha-BHC,
137932,alpha-Chlordane,
137933,Dieldrin,
137934,gamma-Chlordane,
137935,gamma-HCH (Lindane),
137936,Heptachlor epoxide,
137937,Hexachlorobenzene (HCB),
137938,Mirex,
137939,PCBs (as Arochlor 1254) Total,
137940,p-p'-DDD,
137941,p-p'-DDE,
137942,p-p'-DDT,
137943,alpha-BHC,
137944,alpha-Chlordane,
137945,Dieldrin,
137946,gamma-Chlordane,
137947,gamma-HCH (Lindane),
137948,Heptachlor epoxide,
137949,Hexachlorobenzene (HCB),
137950,Mirex,
137951,PCBs (as Arochlor 1254) Total,
137952,p-p'-DDD,
137953,p-p'-DDE,
137954,p-p'-DDT,
137955,alpha-BHC,
137956,alpha-Chlordane,
137957,Dieldrin,
137958,gamma-Chlordane,
137959,gamma-HCH (Lindane),
137960,Heptachlor epoxide,
137961,Hexachlorobenzene (HCB),
137962,Mirex,
137963,PCBs (as Arochlor 1254) Total,
137964,p-p'-DDD,
137965,p-p'-DDE,
137966,p-p'-DDT,
137967,alpha-BHC,
137968,alpha-Chlordane,
137969,Dieldrin,
137970,gamma-Chlordane,
137971,gamma-HCH (Lindane),
137972,Heptachlor epoxide,
137973,Hexachlorobenzene (HCB),
137974,Mirex,
137975,PCBs (as Arochlor 1254) Total,
137976,p-p'-DDD,
137977,p-p'-DDE,
137978,p-p'-DDT,
137979,alpha-BHC,
137980,alpha-Chlordane,
137981,Dieldrin,
137982,gamma-Chlordane,
137983,gamma-HCH (Lindane),
137984,Heptachlor epoxide,
137985,Hexachlorobenzene (HCB),
137986,Mirex,
137987,PCBs (as Arochlor 1254) Total,
137988,p-p'-DDD,
137989,p-p'-DDE,
137990,p-p'-DDT,
137991,alpha-BHC,
137992,alpha-Chlordane,
137993,Dieldrin,
137994,gamma-Chlordane,
137995,gamma-HCH (Lindane),
137996,Heptachlor epoxide,
137997,Hexachlorobenzene (HCB),
137998,Mirex,
137999,PCBs (as Arochlor 1254) Total,
138000,p-p'-DDD,
138001,p-p'-DDE,
138002,p-p'-DDT,
138003,alpha-BHC,
138004,alpha-Chlordane,
138005,Dieldrin,
138006,gamma-Chlordane,
138007,gamma-HCH (Lindane),
138008,Heptachlor epoxide,
138009,Hexachlorobenzene (HCB),
138010,Mirex,
138011,PCBs (as Arochlor 1254) Total,
138012,p-p'-DDD,
138013,p-p'-DDE,
138014,p-p'-DDT,
138015,alpha-BHC,
138016,alpha-Chlordane,
138017,Dieldrin,
138018,gamma-Chlordane,
138019,gamma-HCH (Lindane),
138020,Heptachlor epoxide,
138021,Hexachlorobenzene (HCB),
138022,Mirex,
138023,PCBs (as Arochlor 1254) Total,
138024,p-p'-DDD,
138025,p-p'-DDE,
138026,p-p'-DDT,
138027,alpha-BHC,
138028,alpha-Chlordane,
138029,Dieldrin,
138030,gamma-Chlordane,
138031,gamma-HCH (Lindane),
138032,Heptachlor epoxide,
138033,Hexachlorobenzene (HCB),
138034,Mirex,
138035,PCBs (as Arochlor 1254) Total,
138036,p-p'-DDD,
138037,p-p'-DDE,
138038,p-p'-DDT,
138039,alpha-BHC,
138040,alpha-Chlordane,
138041,Dieldrin,
138042,gamma-Chlordane,
138043,gamma-HCH (Lindane),
138044,Heptachlor epoxide,
138045,Hexachlorobenzene (HCB),
138046,Mirex,
138047,PCBs (as Arochlor 1254) Total,
138048,p-p'-DDD,
138049,p-p'-DDE,
138050,p-p'-DDT,
138051,alpha-BHC,
138052,alpha-Chlordane,
138053,Dieldrin,
138054,gamma-Chlordane,
138055,gamma-HCH (Lindane),
138056,Heptachlor epoxide,
138057,Hexachlorobenzene (HCB),
138058,Mirex,
138059,PCBs (as Arochlor 1254) Total,
138060,p-p'-DDD,
138061,p-p'-DDE,
138062,p-p'-DDT,
138063,alpha-BHC,
138064,alpha-Chlordane,
138065,Dieldrin,
138066,gamma-Chlordane,
138067,gamma-HCH (Lindane),
138068,Heptachlor epoxide,
138069,Hexachlorobenzene (HCB),
138070,Mirex,
138071,PCBs (as Arochlor 1254) Total,
138072,p-p'-DDD,
138073,p-p'-DDE,
138074,p-p'-DDT,
138075,alpha-BHC,
138076,alpha-Chlordane,
138077,Dieldrin,
138078,gamma-Chlordane,
138079,gamma-HCH (Lindane),
138080,Heptachlor epoxide,
138081,Hexachlorobenzene (HCB),
138082,Mirex,
138083,PCBs (as Arochlor 1254) Total,
138084,p-p'-DDD,
138085,p-p'-DDE,
138086,p-p'-DDT,
138087,alpha-BHC,
138088,alpha-Chlordane,
138089,Dieldrin,
138090,gamma-Chlordane,
138091,gamma-HCH (Lindane),
138092,Heptachlor epoxide,
138093,Hexachlorobenzene (HCB),
138094,Mirex,
138095,PCBs (as Arochlor 1254) Total,
138096,p-p'-DDD,
138097,p-p'-DDE,
138098,p-p'-DDT,
138099,alpha-BHC,
138100,alpha-Chlordane,
138101,Dieldrin,
138102,gamma-Chlordane,
138103,gamma-HCH (Lindane),
138104,Heptachlor epoxide,
138105,Hexachlorobenzene (HCB),
